companyCode,companyName,sapDocNo,reference,sapDocType,bussinessArea,fiscalYear,postingPeriod,docChqDate,postingDate,amountInLocalCurrency,SOA,localCurrency,amountInDocumentCurrency,documentCurrency,discountBaseAmount,gstAmount,netAmount,withHoldingTaxBaseAmount,withHoldingTaxAmount,vendorCustomer,vendorCustomerName,tradingPartner,text,hdrText,InvSOReference,plant,purchasingDocument,deliveryNote,account,accountDescription,offsettingAccount,offsettingAccountName,grirOffsettingAccount,finalOffsettingAccount,finalOffsettingAccountName,wbsElement,postingKey,debitCredit,specialGLInd,reversalInd,clearingDocNo,clearingDate,entryDate,entryTime,nationalGST,grossAmountInLocalCurrency,deIndicator,poLine,entryLine
1000,Tata BlueScope Steel Ltd,100022446,,AB,1109,2019,2,5/31/2019,5/31/2019,4963,4963,INR,4963,INR,0,0,4963,0,0,312193,Tata Steel Limited ( Kalinganagar),,TDS SI1904100011,,2316,,4700069343/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100173563,11/30/2019,6/1/2019,2:05:39 PM,0,0,,,5
1000,Tata BlueScope Steel Ltd,100049039,,AB,1101,2019,3,6/30/2019,6/30/2019,26.19,26.19,INR,26.19,INR,0,0,26.19,0,0,318999,Tata Steel Limited,,,,100049039,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,8/31/2019,7/1/2019,12:25:32 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100039091,,AB,1101,2019,3,6/28/2019,6/28/2019,826000,826000,INR,826000,INR,0,0,826000,0,0,309728,Tata Steel Ltd - Growth Shop,,CI1901100813,,59184,,2300049939,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100075998,8/26/2019,6/28/2019,4:33:43 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100004315,,AB,1109,2019,1,4/28/2019,4/28/2019,14415.07,14415.07,INR,14415.07,INR,0,0,14415.07,0,0,304431,Tata Steel Limited (Tubes Division),,TDS SI0004100019,,2247,,4700066177/554,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100048476,6/30/2019,4/28/2019,11:41:44 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100022435,,AB,1109,2019,2,5/31/2019,5/31/2019,-4109350,-4109350,INR,-4109350,INR,0,0,-4109350,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100022435,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100022435,5/31/2019,6/1/2019,1:59:07 PM,0,0,,,3
1000,Tata BlueScope Steel Ltd,100048554,,AB,1101,2019,3,6/30/2019,6/30/2019,-19270,-19270,INR,-19270,INR,0,0,-19270,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100048554,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100048554,6/30/2019,7/1/2019,4:21:38 AM,0,0,,,3
1000,Tata BlueScope Steel Ltd,108335,CI1904104245,RV,1109,2019,7,10/24/2019,10/24/2019,437548.72,370804,INR,437548.72,INR,0,66744.72,370804,0,0,305576,Tata Steel Ltd.,,,,61356,,2100560076/901,,110000,Customer - Domestic,501005,Revenue DS - Domestic Sales,,501005,Revenue DS - Domestic Sales,0,1,S,,,100141419,10/28/2019,10/24/2019,7:07:29 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100004393,,AB,1109,2019,1,4/28/2019,4/28/2019,6325,6325,INR,6325,INR,0,0,6325,0,0,318169,Tata Steel Limited (BPRS Substation,,TDS SI0004100016 BP3-2265,,2265,,3800014295/109,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100173333,11/30/2019,4/28/2019,2:57:01 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,1400000765,,DZ,1106,2019,1,4/25/2019,4/25/2019,-4466620.63,-4466620.63,INR,-4466620.63,INR,0,0,-4466620.63,0,0,304431,Tata Steel Limited (Tubes Division),,IL36701904254783|HDFCR52019042,IL36701904254783|HDFCR520,1400000765,,,Receipt,310300,Customer - Advance against Sale,101105,Stanchart- Clearing Pune,,101105,Stanchart- Clearing Pune,0,19,H,A,,100004315,4/28/2019,4/26/2019,5:04:12 PM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100031503,,AB,1106,2019,2,5/31/2019,5/31/2019,65457.11,65457.11,INR,65457.11,INR,0,0,65457.11,0,0,318169,Tata Steel Limited (BPRS Substation,,,,100031503,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,7,S,,,100031503,5/31/2019,6/3/2019,10:40:04 AM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100004388,,AB,1108,2019,1,4/28/2019,4/28/2019,-1164518.4,-1164518.4,INR,-1164518.4,INR,0,0,-1164518.4,0,0,318064,Tata Steel - SSP,,,,100004388,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100004388,4/28/2019,4/28/2019,2:43:40 PM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100005105,,AB,1101,2019,1,4/30/2019,4/30/2019,19270,19270,INR,19270,INR,0,0,19270,0,0,312193,Tata Steel Limited ( Kalinganagar),,TDS SI0001100045 BP3-2217,,2217,,3800013644/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100048554,6/30/2019,5/1/2019,10:10:41 AM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100033436,R OFF,SA,1106,2019,2,6/3/2019,5/31/2019,0.3,0.3,INR,0.3,INR,0,0,0.3,0,0,309728,Tata Steel Ltd - Growth Shop,,R off-Small Balance309728,R off,100033436,,,,310300,Customer - Advance against Sale,891305,Rounding differences,,891305,Rounding differences,0,9,S,A,,100033436,5/31/2019,6/3/2019,4:54:54 PM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100022320,,AB,1108,2019,2,5/31/2019,5/31/2019,2696043.92,2696043.92,INR,2696043.92,INR,0,0,2696043.92,0,0,306263,Tata Steel limited ( CRC ),,CI1901100664,,58335,,2300051433/814,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100050529,6/30/2019,6/1/2019,12:06:01 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100005105,,AB,1101,2019,1,4/30/2019,4/30/2019,1117660,1117660,INR,1117660,INR,0,0,1117660,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100005105,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100005105,4/30/2019,5/1/2019,10:10:41 AM,0,0,,,5
1000,Tata BlueScope Steel Ltd,102455,CI1901100664,RV,1108,2019,2,5/30/2019,5/30/2019,2696043.92,2284783,INR,2696043.92,INR,0,411260.92,2284783,0,0,306263,Tata Steel limited ( CRC ),,,,58335,,2300051433/814,,110000,Customer - Domestic,501005,Revenue DS - Domestic Sales,,501005,Revenue DS - Domestic Sales,0,1,S,,,100022320,5/31/2019,5/30/2019,9:04:26 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,103579,CI1904101781,RV,1109,2019,3,6/21/2019,6/21/2019,2467760.44,2091322.4,INR,2467760.44,INR,0,376438.04,2091322.4,0,0,306546,TATA STEEL LIMITED (Noamundi),,,,58913,,3700791747/109,,110000,Customer - Domestic,501005,Revenue DS - Domestic Sales,,501005,Revenue DS - Domestic Sales,0,1,S,,,100039081,6/28/2019,6/21/2019,7:55:58 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100005104,,AB,1109,2019,1,4/30/2019,4/30/2019,10736,10736,INR,10736,INR,0,0,10736,0,0,312193,Tata Steel Limited ( Kalinganagar),,TDS SI0004100033,,2316,,4700069343/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100173563,11/30/2019,5/1/2019,10:02:00 AM,0,0,,,6
1000,Tata BlueScope Steel Ltd,100022447,,AB,1106,2019,2,5/31/2019,5/31/2019,59253.32,59253.32,INR,59253.32,INR,0,0,59253.32,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100022447,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100022447,5/31/2019,6/1/2019,2:13:00 PM,0,0,,,8
1000,Tata BlueScope Steel Ltd,100020146,,AB,1106,2019,2,5/26/2019,5/26/2019,1505680,1505680,INR,1505680,INR,0,0,1505680,0,0,309728,Tata Steel Ltd - Growth Shop,,,,100020146,,,,310300,Customer - Advance against Sale,310300,Customer - Advance against Sale,,310300,Customer - Advance against Sale,0,9,S,A,,100020146,5/26/2019,5/26/2019,6:08:12 PM,0,0,,,3
1000,Tata BlueScope Steel Ltd,100020125,,AB,1109,2019,2,5/26/2019,5/26/2019,125936.2,125936.2,INR,125936.2,INR,0,0,125936.2,0,0,307259,Tata Steel Limited,,CI1904101126,,58619,,4404264655/961,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100057906,7/31/2019,5/26/2019,5:16:25 PM,0,0,,,2
1000,Tata BlueScope Steel Ltd,102643,CI1901100708,RV,1108,2019,3,6/3/2019,6/3/2019,3211527.25,2721633.27,INR,3211527.25,INR,0,489893.98,2721633.27,0,0,312948,"Tata Steel Limited, �Wire Division",,,,58874,,2100559131/807,,110000,Customer - Domestic,501005,Revenue DS - Domestic Sales,,501005,Revenue DS - Domestic Sales,0,1,S,,,100039106,6/28/2019,6/3/2019,8:01:08 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100050530,,AB,1109,2019,3,6/30/2019,6/30/2019,374,374,INR,374,INR,0,0,374,0,0,312193,Tata Steel Limited ( Kalinganagar),,Bal CI0004107094,,55901,,2300049475/118,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,7/1/2019,3:20:16 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100005107,,AB,1108,2019,1,4/30/2019,4/30/2019,332796.58,332796.58,INR,332796.58,INR,0,0,332796.58,0,0,312193,Tata Steel Limited ( Kalinganagar),,SI1901100006,,2346,,4700070596/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100022446,5/31/2019,5/1/2019,10:15:44 AM,0,0,,,5
1000,Tata BlueScope Steel Ltd,100005105,,AB,1106,2019,1,4/30/2019,4/30/2019,128799.24,128799.24,INR,128799.24,INR,0,0,128799.24,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100005105,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100005105,4/30/2019,5/1/2019,10:10:41 AM,0,0,,,6
1000,Tata BlueScope Steel Ltd,100022446,,AB,1108,2019,2,5/31/2019,5/31/2019,-332796.58,-332796.58,INR,-332796.58,INR,0,0,-332796.58,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100022446,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100022446,5/31/2019,6/1/2019,2:05:39 PM,0,0,,,7
1000,Tata BlueScope Steel Ltd,100020142,,AB,1109,2019,2,5/26/2019,5/26/2019,-121118.98,-121118.98,INR,-121118.98,INR,0,0,-121118.98,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100020142,,,,110000,Customer - Domestic,310300,Customer - Advance against Sale,,310300,Customer - Advance against Sale,0,17,H,,,100020142,5/26/2019,5/26/2019,5:56:01 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100049039,,AB,1101,2019,3,6/30/2019,6/30/2019,1099759.75,1099759.75,INR,1099759.75,INR,0,0,1099759.75,0,0,318999,Tata Steel Limited,,,,100049039,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100049039,6/30/2019,7/1/2019,12:25:32 PM,0,0,,,3
1000,Tata BlueScope Steel Ltd,100039983,,AB,1108,2019,3,6/29/2019,6/29/2019,1991084.25,1991084.25,INR,1991084.25,INR,0,0,1991084.25,0,0,318999,Tata Steel Limited,,CI1901100711,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,8/31/2019,6/30/2019,10:20:04 AM,0,0,,,3
1000,Tata BlueScope Steel Ltd,102711,CI1901100736,RV,1108,2019,3,6/6/2019,6/6/2019,941711.43,798060.57,INR,941711.43,INR,0,143650.86,798060.57,0,0,306263,Tata Steel limited ( CRC ),,,,58912,,2300051572/814,,110000,Customer - Domestic,501005,Revenue DS - Domestic Sales,,501005,Revenue DS - Domestic Sales,0,1,S,,,100048479,6/30/2019,6/6/2019,11:23:37 AM,0,0,,,1
1000,Tata BlueScope Steel Ltd,101285,CI1901100313,RV,1101,2019,2,5/4/2019,5/4/2019,1538460.64,1303780.22,INR,1538460.64,INR,0,234680.42,1303780.22,0,0,318999,Tata Steel Limited,,,,101285,,,,110000,Customer - Domestic,501040,Project Revenue - Domestic,,501040,Project Revenue - Domestic,0,1,S,,,100022980,5/31/2019,5/4/2019,2:51:57 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100039079,,AB,1108,2019,3,6/28/2019,6/28/2019,195.62,195.62,INR,195.62,INR,0,0,195.62,0,0,306263,Tata Steel limited ( CRC ),,CI1901100072,,57783,,2100556473/814,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100048886,6/30/2019,6/28/2019,4:14:58 AM,0,0,,,1
1000,Tata BlueScope Steel Ltd,101575,CI1901100397,RV,1101,2019,2,5/14/2019,5/14/2019,1582164.28,1340817.18,INR,1582164.28,INR,0,241347.1,1340817.18,0,0,318999,Tata Steel Limited,,,,101575,,,,110000,Customer - Domestic,501040,Project Revenue - Domestic,,501040,Project Revenue - Domestic,0,1,S,,,100022980,5/31/2019,5/14/2019,11:03:00 AM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,2019,3,6/29/2019,6/29/2019,6857990.1,6857990.1,INR,6857990.1,INR,0,0,6857990.1,0,0,318999,Tata Steel Limited,,,,100039983,,,,111105,Customer - Retention,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,Y,,100057912,7/31/2019,6/30/2019,10:20:04 AM,0,0,,,16
1000,Tata BlueScope Steel Ltd,100022980,,AB,1101,2019,2,5/31/2019,5/31/2019,260657.66,260657.66,INR,260657.66,INR,0,0,260657.66,0,0,318999,Tata Steel Limited,,CI1901100369,,100022980,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100039982,6/29/2019,6/2/2019,2:44:36 PM,0,0,,,9
1000,Tata BlueScope Steel Ltd,1400002197,,DZ,1106,2019,2,5/29/2019,5/29/2019,-59253.32,-59253.32,INR,-59253.32,INR,0,0,-59253.32,0,0,312193,Tata Steel Limited ( Kalinganagar),,IN3670190529Q791|N149190836258,IN3670190529Q791|N1491908,1400002197,,,Receipt,310300,Customer - Advance against Sale,101105,Stanchart- Clearing Pune,,101105,Stanchart- Clearing Pune,0,19,H,A,,100022447,5/31/2019,5/31/2019,11:38:11 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100022449,,AB,1108,2019,2,5/31/2019,5/31/2019,2903205.61,2903205.61,INR,2903205.61,INR,0,0,2903205.61,0,0,312193,Tata Steel Limited ( Kalinganagar),,SI1901100011,,1808,,3800010617,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,6/1/2019,2:16:04 PM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100004403,,AB,1109,2019,1,4/28/2019,4/28/2019,187065.11,187065.11,INR,187065.11,INR,0,0,187065.11,0,0,318420,Tata Steel Limited - LD1 Fire Servi,,SI1904100001,,2391,,3800014533/109,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100048609,6/30/2019,4/28/2019,3:53:50 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,2019,3,6/29/2019,6/29/2019,-10913883.53,-10913883.53,INR,-10913883.53,INR,0,0,-10913883.53,0,0,318999,Tata Steel Limited,,,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100039983,6/29/2019,6/30/2019,10:20:04 AM,0,0,,,17
1000,Tata BlueScope Steel Ltd,1600000066,TRF TO RET,DA,1106,2019,2,5/31/2019,5/31/2019,-65457.11,-65457.11,INR,-65457.11,INR,-65457.11,0,-65457.11,0,0,318169,Tata Steel Limited (BPRS Substation,,Trf to Retention,Trf to Retention,1600000066,,,,110000,Customer - Domestic,318169,Tata Steel Limited (BPRS Substation,,318169,Tata Steel Limited (BPRS Substation,0,14,H,,,100031503,5/31/2019,6/3/2019,10:38:20 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100031512,,AB,1108,2019,2,5/31/2019,5/31/2019,-442577.57,-442577.57,INR,-442577.57,INR,0,0,-442577.57,0,0,314258,Tata Steel Limited,,,,100031512,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100031512,5/31/2019,6/3/2019,11:10:36 AM,0,0,,,4
1000,Tata BlueScope Steel Ltd,1600000123,TRF TO RET,DA,1101,2019,3,6/30/2019,6/30/2019,197107.12,197107.12,INR,197107.12,INR,197107.12,0,197107.12,0,0,318999,Tata Steel Limited,,Retention Erection,Trf to Tet,1600000123,,,,111105,Customer - Retention,318999,Tata Steel Limited,,318999,Tata Steel Limited,0,9,S,Y,,100057912,7/31/2019,7/1/2019,4:58:29 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100039078,,AB,1109,2019,3,6/28/2019,6/28/2019,-774670,-774670,INR,-774670,INR,0,0,-774670,0,0,305576,Tata Steel Ltd.,,,,100039078,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100039078,6/28/2019,6/28/2019,4:13:42 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100004393,,AB,1109,2019,1,4/28/2019,4/28/2019,-392789.23,-392789.23,INR,-392789.23,INR,0,0,-392789.23,0,0,318169,Tata Steel Limited (BPRS Substation,,,,100004393,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100004393,4/28/2019,4/28/2019,2:57:01 PM,0,0,,,3
1000,Tata BlueScope Steel Ltd,100022435,,AB,1101,2019,2,5/31/2019,5/31/2019,380288.89,380288.89,INR,380288.89,INR,0,0,380288.89,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100022435,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100022435,5/31/2019,6/1/2019,1:59:07 PM,0,0,,,4
1000,Tata BlueScope Steel Ltd,100039983,,AB,1108,2019,3,6/29/2019,6/29/2019,745236.98,745236.98,INR,745236.98,INR,0,0,745236.98,0,0,318999,Tata Steel Limited,,CI1901100990,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,8/31/2019,6/30/2019,10:20:04 AM,0,0,,,12
1000,Tata BlueScope Steel Ltd,100031512,,AB,1101,2019,2,5/31/2019,5/31/2019,391567.81,391567.81,INR,391567.81,INR,0,0,391567.81,0,0,314258,Tata Steel Limited,,,,100031512,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100031512,5/31/2019,6/3/2019,11:10:36 AM,0,0,,,6
1000,Tata BlueScope Steel Ltd,1600000101,RETENTION,DA,1101,2019,3,6/30/2019,6/30/2019,-9353.26,-9353.26,INR,-9353.26,INR,-9353.26,0,-9353.26,0,0,318420,Tata Steel Limited - LD1 Fire Servi,,Retention,Retention,1600000101,,,,110000,Customer - Domestic,318420,Tata Steel Limited - LD1 Fire Servi,,318420,Tata Steel Limited - LD1 Fire Servi,0,14,H,,,100048609,6/30/2019,7/1/2019,4:58:01 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100048476,,AB,1106,2019,3,6/30/2019,6/30/2019,-0.18,-0.18,INR,-0.18,INR,0,0,-0.18,0,0,304431,Tata Steel Limited (Tubes Division),,,,100048476,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,19,H,A,,100143915,10/31/2019,7/1/2019,3:58:48 AM,0,0,,,1
1000,Tata BlueScope Steel Ltd,1400000195,,DZ,1106,2019,1,4/8/2019,4/8/2019,-646758,-646758,INR,-646758,INR,0,0,-646758,0,0,305576,Tata Steel Ltd.,,IL36701904084773|HDFCR52019040,IL36701904084773|HDFCR520,1400000195,,,Receipt,310300,Customer - Advance against Sale,101105,Stanchart- Clearing Pune,,101105,Stanchart- Clearing Pune,0,19,H,A,,100004317,4/28/2019,4/9/2019,4:40:14 PM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100048886,,AB,1106,2019,3,6/30/2019,6/30/2019,195.62,195.62,INR,195.62,INR,0,0,195.62,0,0,306263,Tata Steel limited ( CRC ),,,,100048886,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,7,S,,,100048886,6/30/2019,7/1/2019,6:18:01 AM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100004315,,AB,1109,2019,1,4/28/2019,4/28/2019,-5449730.62,-5449730.62,INR,-5449730.62,INR,0,0,-5449730.62,0,0,304431,Tata Steel Limited (Tubes Division),,,,100004315,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100004315,4/28/2019,4/28/2019,11:41:44 AM,0,0,,,3
1000,Tata BlueScope Steel Ltd,100039075,,AB,1109,2019,3,6/28/2019,6/28/2019,-318171.66,-318171.66,INR,-318171.66,INR,0,0,-318171.66,0,0,304431,Tata Steel Limited (Tubes Division),,,,100039075,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100039075,6/28/2019,6/28/2019,4:06:11 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,100039982,,AB,1101,2019,3,6/29/2019,6/29/2019,-13240698.07,-13240698.07,INR,-13240698.07,INR,0,0,-13240698.07,0,0,318999,Tata Steel Limited,,,,100039982,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100039982,6/29/2019,6/30/2019,10:01:11 AM,0,0,,,2
1000,Tata BlueScope Steel Ltd,102626,CI1901100703,RV,1108,2019,3,6/3/2019,6/3/2019,3132811.94,2654925.38,INR,3132811.94,INR,0,477886.56,2654925.38,0,0,318999,Tata Steel Limited,,,,102626,,,,110000,Customer - Domestic,501040,Project Revenue - Domestic,,501040,Project Revenue - Domestic,0,1,S,,,100039983,6/29/2019,6/3/2019,4:38:38 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,108336,CI1904104246,RV,1109,2019,7,10/24/2019,10/24/2019,2932389.25,2485075.65,INR,2932389.25,INR,0,447313.6,2485075.65,0,0,305576,Tata Steel Ltd.,,,,61356,,2100560076/901,,110000,Customer - Domestic,501005,Revenue DS - Domestic Sales,,501005,Revenue DS - Domestic Sales,0,1,S,,,100141419,10/28/2019,10/24/2019,7:09:17 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100229,CI1901100061,RV,1108,2019,1,4/11/2019,4/11/2019,1890797.05,1602370.37,INR,1890797.05,INR,0,288426.68,1602370.37,0,0,306263,Tata Steel limited ( CRC ),,,,57783,,2100556473/814,,110000,Customer - Domestic,501005,Revenue DS - Domestic Sales,,501005,Revenue DS - Domestic Sales,0,1,S,,,100004318,4/28/2019,4/11/2019,11:05:52 AM,0,0,,,1
1000,Tata BlueScope Steel Ltd,1600000096,,DA,1101,2019,3,6/29/2019,6/29/2019,-6872,-6872,INR,-6872,INR,-6872,0,-6872,0,0,304431,Tata Steel Limited (Tubes Division),,RCHT00079C TDS Ded @2% 343552 Jan To March-19,TDS Ded @2% Jan To March-,1600000096,,,,110000,Customer - Domestic,111201,TDS Received - Customer,,111201,TDS Received - Customer,0,14,H,,,100048476,6/30/2019,6/29/2019,5:50:52 PM,0,0,,,16
1000,Tata BlueScope Steel Ltd,108337,CI1904104247,RV,1109,2019,7,10/24/2019,10/24/2019,3064202.49,2596781.73,INR,3064202.49,INR,0,467420.76,2596781.73,0,0,305576,Tata Steel Ltd.,,,,61356,,2100560076/901,,110000,Customer - Domestic,501005,Revenue DS - Domestic Sales,,501005,Revenue DS - Domestic Sales,0,1,S,,,100141419,10/28/2019,10/24/2019,7:10:14 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,108338,CI1904104248,RV,1109,2019,7,10/24/2019,10/24/2019,2221397.2,1882540,INR,2221397.2,INR,0,338857.2,1882540,0,0,305576,Tata Steel Ltd.,,,,61494,,4405100885/901,,110000,Customer - Domestic,501005,Revenue DS - Domestic Sales,,501005,Revenue DS - Domestic Sales,0,1,S,,,100141419,10/28/2019,10/24/2019,7:13:13 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100020125,,AB,1109,2019,2,5/26/2019,5/26/2019,254204.56,254204.56,INR,254204.56,INR,0,0,254204.56,0,0,307259,Tata Steel Limited,,CI1904101125,,58610,,4404497825/961,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100057906,7/31/2019,5/26/2019,5:16:25 PM,0,0,,,1
1000,Tata BlueScope Steel Ltd,100022980,,AB,1108,2019,2,5/31/2019,5/31/2019,1178079.77,1178079.77,INR,1178079.77,INR,0,0,1178079.77,0,0,318999,Tata Steel Limited,,CI1901100360,,100022980,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100039982,6/29/2019,6/2/2019,2:44:36 PM,0,0,,,7
1000,Tata BlueScope Steel Ltd,100022980,,AB,1101,2019,2,5/31/2019,5/31/2019,1344839.64,1344839.64,INR,1344839.64,INR,0,0,1344839.64,0,0,318999,Tata Steel Limited,,CI1901100397,,100022980,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100039982,6/29/2019,6/2/2019,2:44:36 PM,0,0,,,13
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,2019,3,6/29/2019,6/29/2019,1216995.44,1216995.44,INR,1216995.44,INR,0,0,1216995.44,0,0,318999,Tata Steel Limited,,CI1901100744,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,8/31/2019,6/30/2019,10:20:04 AM,0,0,,,4
1000,Tata BlueScope Steel Ltd,1600000093,,DA,1301,2019,3,6/29/2019,6/29/2019,-4018,-4018,INR,-4018,INR,-4018,0,-4018,0,0,312193,Tata Steel Limited ( Kalinganagar),,BBNT00115D TDS Ded @2% 200869.03 Jan To March-19,TDS Ded @2% Jan To March-,1600000093,,,,110000,Customer - Domestic,111201,TDS Received - Customer,,111201,TDS Received - Customer,0,14,H,,,100144402,10/31/2019,6/29/2019,5:41:14 PM,0,0,,,4
1000,Tata BlueScope Steel Ltd,100050529,,AB,1108,2019,3,6/30/2019,6/30/2019,2696043.87,2696043.87,INR,2696043.87,INR,0,0,2696043.87,0,0,306263,Tata Steel limited ( CRC ),,CI1901100664,,58335,,2300051433/814,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100055939,7/25/2019,7/1/2019,3:11:12 PM,0,0,,,1
