Company_Code,Company_Name,SAP_Doc_Number,Reference,Document_Type,Business_Area,Branch/Alloc.,Fiscal_Year,Posting_Period,DocChq_Date,Posting_Date,Amount_in_Local_Currency ,Local_Currency,Amount_in_Document_Currency ,Document_Currency,Discount_Base_Amount,GST_Amount,Net_Amount ,Withholding_Tax_Base_Amount,Withholding_Tax_Amount,VendorCustomer,VendorCustomer_Name,Trading_Partner,Text_                                                                                                    ,HDR_Text                                                                                                    ,InvSO_Reference,Plant,Purchasing_Document,Delivery_Note,Account,Account_Description,Offsetting_Account,Offsetting_Acct_Name,GRIR_Offsetting_Account,Final_Offsetting_Account,Final_Offsetting_Acct_Name,WBS_Element,Posting_Key,DebitCredit,Special_GL_Ind,Reversal_Indicator,Clearing_Doc,Clearing_Date,Entry_date,Entry_Time,Notional_GST,Gross_Amount_In_Local_Currency,DE_Indicator,PO_Line,Entry_Line
1000,Tata BlueScope Steel Ltd,100022446,,AB,1109,,2019,2,31/05/2019,31/05/2019,"8,118.00 ",INR,8118,INR,0,0,8118,0,0,312193,Tata Steel Limited ( Kalinganagar),,TDS SI1904100009,,2316,,4700069343/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100173563,30/11/2019,01/06/2019,0.587256944444444,0,0,,,2
1000,Tata BlueScope Steel Ltd,100022980,,AB,1101,,2019,2,31/05/2019,31/05/2019,"42,68,105.57 ",INR,4268105.57,INR,0,0,4268105.57,0,0,318999,Tata Steel Limited,,Retention,,100022980,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100022981,31/05/2019,02/06/2019,0.614305555555556,0,0,,,20
1000,Tata BlueScope Steel Ltd,100022980,,AB,1101,,2019,2,31/05/2019,31/05/2019,"21,74,821.53 ",INR,2174821.53,INR,0,0,2174821.53,0,0,318999,Tata Steel Limited,,CI1901100390,,100022980,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,31/08/2019,02/06/2019,0.614305555555556,0,0,,,11
1000,Tata BlueScope Steel Ltd,100022980,,AB,1101,,2019,2,31/05/2019,31/05/2019,"8,31,894.31 ",INR,831894.31,INR,0,0,831894.31,0,0,318999,Tata Steel Limited,,CI1901100338,,100022980,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100039982,29/06/2019,02/06/2019,0.614305555555556,0,0,,,5
1000,Tata BlueScope Steel Ltd,100022449,,AB,1108,,2019,2,31/05/2019,31/05/2019,"5,42,372.84 ",INR,542372.84,INR,0,0,542372.84,0,0,312193,Tata Steel Limited ( Kalinganagar),,SI1901100012,,2346,,4700070596/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100057890,31/07/2019,01/06/2019,0.594490740740741,0,0,,,3
1000,Tata BlueScope Steel Ltd,100022447,,AB,1101,,2019,2,31/05/2019,31/05/2019,"15,68,372.28 ",INR,1568372.28,INR,0,0,1568372.28,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100022447,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100022447,31/05/2019,01/06/2019,0.592361111111111,0,0,,,7
1000,Tata BlueScope Steel Ltd,100022980,,AB,1101,,2019,2,31/05/2019,31/05/2019,"11,89,130.20 ",INR,1189130.2,INR,0,0,1189130.2,0,0,318999,Tata Steel Limited,,CI1901100543,,100022980,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,31/08/2019,02/06/2019,0.614305555555556,0,0,,,17
1000,Tata BlueScope Steel Ltd,100022435,,AB,1108,,2019,2,31/05/2019,31/05/2019,"(3,86,845.30)",INR,-386845.3,INR,0,0,-386845.3,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100022435,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100022435,31/05/2019,01/06/2019,0.582719907407407,0,0,,,2
1000,Tata BlueScope Steel Ltd,100039075,,AB,1109,,2019,3,28/06/2019,28/06/2019,"3,18,171.66 ",INR,318171.66,INR,0,0,318171.66,0,0,304431,Tata Steel Limited (Tubes Division),,SI1904100012,,2247,,4700066177/554,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100081965,31/08/2019,28/06/2019,0.170960648148148,0,0,,,1
1000,Tata BlueScope Steel Ltd,100039081,,AB,1109,,2019,3,28/06/2019,28/06/2019,"(24,67,760.44)",INR,-2467760.44,INR,0,0,-2467760.44,0,0,306546,TATA STEEL LIMITED (Noamundi),,,,100039081,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100039081,28/06/2019,28/06/2019,0.178263888888889,0,0,,,2
1000,Tata BlueScope Steel Ltd,100039091,,AB,1101,,2019,3,28/06/2019,28/06/2019,"4,77,900.00 ",INR,477900,INR,0,0,477900,0,0,309728,Tata Steel Ltd - Growth Shop,,CI1901100811,,57072,,2300049939,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100075998,26/08/2019,28/06/2019,0.190081018518518,0,0,,,1
1000,Tata BlueScope Steel Ltd,100039078,,AB,1109,,2019,3,28/06/2019,28/06/2019,"7,74,670.00 ",INR,774670,INR,0,0,774670,0,0,305576,Tata Steel Ltd.,,CI1904101582,,58627,,4404276998/902,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100058185,31/07/2019,28/06/2019,0.176180555555556,0,0,,,1
1000,Tata BlueScope Steel Ltd,100039103,,AB,1109,,2019,3,28/06/2019,28/06/2019,"4,08,079.40 ",INR,408079.4,INR,0,0,408079.4,0,0,312193,Tata Steel Limited ( Kalinganagar),,SI1904100014,,2316,,4700069343/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100057890,31/07/2019,28/06/2019,0.199340277777778,0,0,,,1
1000,Tata BlueScope Steel Ltd,100039106,,AB,1108,,2019,3,28/06/2019,28/06/2019,"32,11,527.25 ",INR,3211527.25,INR,0,0,3211527.25,0,0,312948,"Tata Steel Limited, �Wire Division",,CI1901100708,,58874,,2100559131/807,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100081995,31/08/2019,28/06/2019,0.20212962962963,0,0,,,2
1000,Tata BlueScope Steel Ltd,100039103,,AB,1109,,2019,3,28/06/2019,28/06/2019,"4,54,064.00 ",INR,454064,INR,0,0,454064,0,0,312193,Tata Steel Limited ( Kalinganagar),,SI1904100016,,2316,,4700069343/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100057890,31/07/2019,28/06/2019,0.199340277777778,0,0,,,3
1000,Tata BlueScope Steel Ltd,100039106,,AB,1108,,2019,3,28/06/2019,28/06/2019,"2,20,224.47 ",INR,220224.47,INR,0,0,220224.47,0,0,312948,"Tata Steel Limited, �Wire Division",,CI1901100707,,58870,,2100563033/807,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100081995,31/08/2019,28/06/2019,0.20212962962963,0,0,,,1
1000,Tata BlueScope Steel Ltd,100039106,,AB,1108,,2019,3,28/06/2019,28/06/2019,"6,12,508.50 ",INR,612508.5,INR,0,0,612508.5,0,0,312948,"Tata Steel Limited, �Wire Division",,CI1901100709,,58871,,2100560008/807,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,,,28/06/2019,0.20212962962963,0,0,,,3
1000,Tata BlueScope Steel Ltd,100039091,,AB,1101,,2019,3,28/06/2019,28/06/2019,"8,26,000.00 ",INR,826000,INR,0,0,826000,0,0,309728,Tata Steel Ltd - Growth Shop,,CI1901100818,,59184,,2300049939,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100081981,31/08/2019,28/06/2019,0.190081018518518,0,0,,,5
1000,Tata BlueScope Steel Ltd,100039081,,AB,1109,,2019,3,28/06/2019,28/06/2019,"24,67,760.44 ",INR,2467760.44,INR,0,0,2467760.44,0,0,306546,TATA STEEL LIMITED (Noamundi),,CI1904101781,,58913,,3700791747/109,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100172897,30/11/2019,28/06/2019,0.178263888888889,0,0,,,1
1000,Tata BlueScope Steel Ltd,100039091,,AB,1101,,2019,3,28/06/2019,28/06/2019,"8,26,000.00 ",INR,826000,INR,0,0,826000,0,0,309728,Tata Steel Ltd - Growth Shop,,CI1901100871,,59184,,2300049939,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100081981,31/08/2019,28/06/2019,0.190081018518518,0,0,,,8
1000,Tata BlueScope Steel Ltd,100039091,,AB,1101,,2019,3,28/06/2019,28/06/2019,"8,26,000.00 ",INR,826000,INR,0,0,826000,0,0,309728,Tata Steel Ltd - Growth Shop,,CI1901100813,,59184,,2300049939,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100075998,26/08/2019,28/06/2019,0.190081018518518,0,0,,,2
1000,Tata BlueScope Steel Ltd,100039079,,AB,1108,,2019,3,28/06/2019,28/06/2019,195.62 ,INR,195.62,INR,0,0,195.62,0,0,306263,Tata Steel limited ( CRC ),,CI1901100072,,57783,,2100556473/814,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100048886,30/06/2019,28/06/2019,0.177060185185185,0,0,,,1
1000,Tata BlueScope Steel Ltd,100039078,,AB,1109,,2019,3,28/06/2019,28/06/2019,"(7,74,670.00)",INR,-774670,INR,0,0,-774670,0,0,305576,Tata Steel Ltd.,,,,100039078,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100039078,28/06/2019,28/06/2019,0.176180555555556,0,0,,,2
1000,Tata BlueScope Steel Ltd,100039075,,AB,1109,,2019,3,28/06/2019,28/06/2019,"(3,18,171.66)",INR,-318171.66,INR,0,0,-318171.66,0,0,304431,Tata Steel Limited (Tubes Division),,,,100039075,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100039075,28/06/2019,28/06/2019,0.170960648148148,0,0,,,2
1000,Tata BlueScope Steel Ltd,100039091,,AB,1101,,2019,3,28/06/2019,28/06/2019,"(87,37,900.00)",INR,-8737900,INR,0,0,-8737900,0,0,309728,Tata Steel Ltd - Growth Shop,,,,100039091,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100039091,28/06/2019,28/06/2019,0.190081018518518,0,0,,,9
1000,Tata BlueScope Steel Ltd,100039091,,AB,1101,,2019,3,28/06/2019,28/06/2019,"36,58,000.00 ",INR,3658000,INR,0,0,3658000,0,0,309728,Tata Steel Ltd - Growth Shop,,CI1901100833,,59184,,2300049939,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100075998,26/08/2019,28/06/2019,0.190081018518518,0,0,,,7
1000,Tata BlueScope Steel Ltd,100039103,,AB,1109,,2019,3,28/06/2019,28/06/2019,"(12,85,267.80)",INR,-1285267.8,INR,0,0,-1285267.8,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100039103,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100039103,28/06/2019,28/06/2019,0.199340277777778,0,0,,,4
1000,Tata BlueScope Steel Ltd,100039079,,AB,1102,,2019,3,28/06/2019,28/06/2019,"48,67,263.00 ",INR,4867263,INR,0,0,4867263,0,0,306263,Tata Steel limited ( CRC ),,,,100039079,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100039079,28/06/2019,28/06/2019,0.177060185185185,0,0,,,3
1000,Tata BlueScope Steel Ltd,100039079,,AB,1108,,2019,3,28/06/2019,28/06/2019,"(48,67,458.62)",INR,-4867458.62,INR,0,0,-4867458.62,0,0,306263,Tata Steel limited ( CRC ),,,,100039079,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100039079,28/06/2019,28/06/2019,0.177060185185185,0,0,,,2
1000,Tata BlueScope Steel Ltd,100039091,,AB,1101,,2019,3,28/06/2019,28/06/2019,"6,49,000.00 ",INR,649000,INR,0,0,649000,0,0,309728,Tata Steel Ltd - Growth Shop,,CI1901100815,,59184,,2300049939,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100075998,26/08/2019,28/06/2019,0.190081018518518,0,0,,,4
1000,Tata BlueScope Steel Ltd,100039106,,AB,1108,,2019,3,28/06/2019,28/06/2019,"(40,44,260.22)",INR,-4044260.22,INR,0,0,-4044260.22,0,0,312948,"Tata Steel Limited, �Wire Division",,,,100039106,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100039106,28/06/2019,28/06/2019,0.20212962962963,0,0,,,4
1000,Tata BlueScope Steel Ltd,100039091,,AB,1101,,2019,3,28/06/2019,28/06/2019,"8,26,000.00 ",INR,826000,INR,0,0,826000,0,0,309728,Tata Steel Ltd - Growth Shop,,CI1901100819,,59184,,2300049939,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100081981,31/08/2019,28/06/2019,0.190081018518518,0,0,,,6
1000,Tata BlueScope Steel Ltd,100039103,,AB,1109,,2019,3,28/06/2019,28/06/2019,"4,23,124.40 ",INR,423124.4,INR,0,0,423124.4,0,0,312193,Tata Steel Limited ( Kalinganagar),,SI1904100015,,2316,,4700069343/172,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100057890,31/07/2019,28/06/2019,0.199340277777778,0,0,,,2
1000,Tata BlueScope Steel Ltd,100039091,,AB,1101,,2019,3,28/06/2019,28/06/2019,"6,49,000.00 ",INR,649000,INR,0,0,649000,0,0,309728,Tata Steel Ltd - Growth Shop,,CI1901100814,,59184,,2300049939,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100075998,26/08/2019,28/06/2019,0.190081018518518,0,0,,,3
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,,2019,3,29/06/2019,29/06/2019,"1,33,593.15 ",INR,133593.15,INR,0,0,133593.15,0,0,318999,Tata Steel Limited,,CI1901100975,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,31/08/2019,30/06/2019,0.430601851851852,0,0,,,11
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,,2019,3,29/06/2019,29/06/2019,"67,266.74 ",INR,67266.74,INR,0,0,67266.74,0,0,318999,Tata Steel Limited,,CI1901100867,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100057912,31/07/2019,30/06/2019,0.430601851851852,0,0,,,9
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,,2019,3,29/06/2019,29/06/2019,"6,75,439.33 ",INR,675439.33,INR,0,0,675439.33,0,0,318999,Tata Steel Limited,,CI1901100894,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,31/08/2019,30/06/2019,0.430601851851852,0,0,,,10
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,,2019,3,29/06/2019,29/06/2019,"5,54,617.97 ",INR,554617.97,INR,0,0,554617.97,0,0,318999,Tata Steel Limited,,CI1901101041,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,31/08/2019,30/06/2019,0.430601851851852,0,0,,,15
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,,2019,3,29/06/2019,29/06/2019,"13,51,839.06 ",INR,1351839.06,INR,0,0,1351839.06,0,0,318999,Tata Steel Limited,,CI1901100834,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100057912,31/07/2019,30/06/2019,0.430601851851852,0,0,,,8
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,,2019,3,29/06/2019,29/06/2019,"66,575.97 ",INR,66575.97,INR,0,0,66575.97,0,0,318999,Tata Steel Limited,,CI1901100997,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,31/08/2019,30/06/2019,0.430601851851852,0,0,,,13
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,,2019,3,29/06/2019,29/06/2019,"(42,68,105.57)",INR,-4268105.57,INR,0,0,-4268105.57,0,0,318999,Tata Steel Limited,,,,100039983,,,,111105,Customer - Retention,110000,Customer - Domestic,,110000,Customer - Domestic,0,19,H,Y,,100039983,29/06/2019,30/06/2019,0.430601851851852,0,0,,,19
1000,Tata BlueScope Steel Ltd,100039982,,AB,1108,,2019,3,29/06/2019,29/06/2019,"(11,78,079.77)",INR,-1178079.77,INR,0,0,-1178079.77,0,0,318999,Tata Steel Limited,,,,100039982,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100039982,29/06/2019,30/06/2019,0.417488425925926,0,0,,,3
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,,2019,3,29/06/2019,29/06/2019,"13,14,743.34 ",INR,1314743.34,INR,0,0,1314743.34,0,0,318999,Tata Steel Limited,,CI1901100701,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100057912,31/07/2019,30/06/2019,0.430601851851852,0,0,,,1
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,,2019,3,29/06/2019,29/06/2019,"13,17,231.24 ",INR,1317231.24,INR,0,0,1317231.24,0,0,318999,Tata Steel Limited,,CI1901100761,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,31/08/2019,30/06/2019,0.430601851851852,0,0,,,6
1000,Tata BlueScope Steel Ltd,100039983,,AB,1108,,2019,3,29/06/2019,29/06/2019,"19,91,084.25 ",INR,1991084.25,INR,0,0,1991084.25,0,0,318999,Tata Steel Limited,,CI1901100711,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,31/08/2019,30/06/2019,0.430601851851852,0,0,,,3
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,,2019,3,29/06/2019,29/06/2019,"68,57,990.10 ",INR,6857990.1,INR,0,0,6857990.1,0,0,318999,Tata Steel Limited,,,,100039983,,,,111105,Customer - Retention,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,Y,,100057912,31/07/2019,30/06/2019,0.430601851851852,0,0,,,16
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,,2019,3,29/06/2019,29/06/2019,"(1,09,13,883.53)",INR,-10913883.53,INR,0,0,-10913883.53,0,0,318999,Tata Steel Limited,,,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100039983,29/06/2019,30/06/2019,0.430601851851852,0,0,,,17
1000,Tata BlueScope Steel Ltd,100039983,,AB,1108,,2019,3,29/06/2019,29/06/2019,"7,45,236.98 ",INR,745236.98,INR,0,0,745236.98,0,0,318999,Tata Steel Limited,,CI1901100990,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,31/08/2019,30/06/2019,0.430601851851852,0,0,,,12
1000,Tata BlueScope Steel Ltd,100039982,,AB,1101,,2019,3,29/06/2019,29/06/2019,"(1,32,40,698.07)",INR,-13240698.07,INR,0,0,-13240698.07,0,0,318999,Tata Steel Limited,,,,100039982,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100039982,29/06/2019,30/06/2019,0.417488425925926,0,0,,,2
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,,2019,3,29/06/2019,29/06/2019,"12,16,995.44 ",INR,1216995.44,INR,0,0,1216995.44,0,0,318999,Tata Steel Limited,,CI1901100744,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,31/08/2019,30/06/2019,0.430601851851852,0,0,,,4
1000,Tata BlueScope Steel Ltd,100039983,,AB,1108,,2019,3,29/06/2019,29/06/2019,"26,62,890.15 ",INR,2662890.15,INR,0,0,2662890.15,0,0,318999,Tata Steel Limited,,CI1901100703,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,31/08/2019,30/06/2019,0.430601851851852,0,0,,,2
1000,Tata BlueScope Steel Ltd,100039983,,AB,1108,,2019,3,29/06/2019,29/06/2019,"(63,52,013.39)",INR,-6352013.39,INR,0,0,-6352013.39,0,0,318999,Tata Steel Limited,,,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100039983,29/06/2019,30/06/2019,0.430601851851852,0,0,,,18
1000,Tata BlueScope Steel Ltd,100039982,,AB,1101,,2019,3,29/06/2019,29/06/2019,"1,44,18,603.62 ",INR,14418603.62,INR,0,0,14418603.62,0,0,318999,Tata Steel Limited,,,,100039982,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100039982,29/06/2019,30/06/2019,0.417488425925926,0,0,,,4
1000,Tata BlueScope Steel Ltd,100039982,,AB,1101,,2019,3,29/06/2019,29/06/2019,174.22 ,INR,174.22,INR,0,0,174.22,0,0,318999,Tata Steel Limited,,CI1901100316,,100039982,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100057912,31/07/2019,30/06/2019,0.417488425925926,0,0,,,1
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,,2019,3,29/06/2019,29/06/2019,"53,618.71 ",INR,53618.71,INR,0,0,53618.71,0,0,318999,Tata Steel Limited,,CI1901100780,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100057912,31/07/2019,30/06/2019,0.430601851851852,0,0,,,7
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,,2019,3,29/06/2019,29/06/2019,"15,66,408.81 ",INR,1566408.81,INR,0,0,1566408.81,0,0,318999,Tata Steel Limited,,CI1901100998,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,31/08/2019,30/06/2019,0.430601851851852,0,0,,,14
1000,Tata BlueScope Steel Ltd,100039983,,AB,1101,,2019,3,29/06/2019,29/06/2019,"9,58,471.25 ",INR,958471.25,INR,0,0,958471.25,0,0,318999,Tata Steel Limited,,CI1901100750,,100039983,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100082045,31/08/2019,30/06/2019,0.430601851851852,0,0,,,5
1000,Tata BlueScope Steel Ltd,100048555,,AB,1101,,2019,3,30/06/2019,30/06/2019,(70.00),INR,-70,INR,-70,0,-70,0,0,312351,"Tata Steel Limited, Jamadoba Group",,RCHT00108D TDS Ded @2% 1713.36 Jan To March-19*2,,100048555,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,14,H,,,100050988,30/06/2019,01/07/2019,0.183784722222222,0,0,,,1
1000,Tata BlueScope Steel Ltd,100050530,,AB,1109,,2019,3,30/06/2019,30/06/2019,"(8,00,728.83)",INR,-800728.83,INR,0,0,-800728.83,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100050530,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100050530,30/06/2019,01/07/2019,0.639074074074074,0,0,,,2
1000,Tata BlueScope Steel Ltd,100048609,,AB,1101,,2019,3,30/06/2019,30/06/2019,"9,353.26 ",INR,9353.26,INR,0,0,9353.26,0,0,318420,Tata Steel Limited - LD1 Fire Servi,,,,100048609,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,7,S,,,100048609,30/06/2019,01/07/2019,0.208842592592593,0,0,,,2
1000,Tata BlueScope Steel Ltd,100050530,,AB,1106,,2019,3,30/06/2019,30/06/2019,"8,00,354.83 ",INR,800354.83,INR,0,0,800354.83,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100050530,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100050530,30/06/2019,01/07/2019,0.639074074074074,0,0,,,3
1000,Tata BlueScope Steel Ltd,100048609,,AB,1101,,2019,3,30/06/2019,30/06/2019,"1,74,698.85 ",INR,174698.85,INR,0,0,174698.85,0,0,318420,Tata Steel Limited - LD1 Fire Servi,,,,100048609,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100048609,30/06/2019,01/07/2019,0.208842592592593,0,0,,,4
1000,Tata BlueScope Steel Ltd,100048886,,AB,1108,,2019,3,30/06/2019,30/06/2019,(195.62),INR,-195.62,INR,0,0,-195.62,0,0,306263,Tata Steel limited ( CRC ),,,,100048886,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100048886,30/06/2019,01/07/2019,0.262511574074074,0,0,,,2
1000,Tata BlueScope Steel Ltd,100048479,,AB,1108,,2019,3,30/06/2019,30/06/2019,"9,41,711.43 ",INR,941711.43,INR,0,0,941711.43,0,0,306263,Tata Steel limited ( CRC ),,CI1901100736,,58912,,2300051572/814,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,4,S,,,100058186,31/07/2019,01/07/2019,0.169166666666667,0,0,,,1
1000,Tata BlueScope Steel Ltd,100048476,,AB,1109,,2019,3,30/06/2019,30/06/2019,"(47,525.07)",INR,-47525.07,INR,0,0,-47525.07,0,0,304431,Tata Steel Limited (Tubes Division),,,,100048476,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100048476,30/06/2019,01/07/2019,0.165833333333333,0,0,,,3
1000,Tata BlueScope Steel Ltd,100048554,,AB,1109,,2019,3,30/06/2019,30/06/2019,"(4,32,824.00)",INR,-432824,INR,0,0,-432824,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100048554,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,17,H,,,100048554,30/06/2019,01/07/2019,0.181689814814815,0,0,,,4
1000,Tata BlueScope Steel Ltd,100048554,,AB,1301,,2019,3,30/06/2019,30/06/2019,"19,718.00 ",INR,19718,INR,0,0,19718,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,100048554,,,,110000,Customer - Domestic,110000,Customer - Domestic,,110000,Customer - Domestic,0,7,S,,,100048554,30/06/2019,01/07/2019,0.181689814814815,0,0,,,5
1000,Tata BlueScope Steel Ltd,100050529,,AB,1101,,2019,3,30/06/2019,30/06/2019,"12,53,642.00 ",INR,1253642,INR,0,0,1253642,0,0,306263,Tata Steel limited ( CRC ),,,,100050529,,,,310300,Customer - Advance against Sale,110000,Customer - Domestic,,110000,Customer - Domestic,0,9,S,A,,100050529,30/06/2019,01/07/2019,0.632777777777778,0,0,,,3
